,id_hs,id_hh,cat_loc_div,cat_sz_cty,cat_hus_typ,num_flr,num_out_wls,cat_hus_dir_fce,cat_hus_blt_yr,num_hus_ar,num_bed,num_liv,num_bat,num_out_wds,cat_fuel_heat,cat_cool,cat_fuel_cook,num_hus_mems,cat_mhh_occu,num_tot_energy_heat,num_mhh_age,num_hh_ann_incm
962,HS2503000019,HH12250007,2,1,1,3,4,1,2,115.5,4,1,1,4,2,3,3,4,1,10419.9,45,25000000
963,HS2503000020,HH12250008,2,1,1,1,5,4,1,82.5,3,1,1,10,2,3,3,4,1,10841.91,45,42000000
964,HS2503000021,HH11250014,2,1,1,2,5,3,1,128.7,4,1,2,5,2,3,3,2,2,8947.46,45,25000000
965,HS2503000022,HH13250019,2,1,3,13,3,1,4,105.6,3,1,2,12,1,3,4,4,3,11006.358874,45,54000000
966,HS2503000023,HH13250020,2,1,3,5,4,1,4,105.6,3,1,2,10,1,3,4,4,5,8559.46186,45,54000000
967,HS2503000024,HH13250021,2,1,3,7,4,1,4,105.6,3,1,2,12,1,3,4,4,1,10996.579751,45,54000000
968,HS2503000025,HH13250022,2,1,3,8,4,1,4,105.6,3,1,2,12,1,3,4,3,5,15840.948072,45,54000000
969,HS2503000026,HH13250023,2,1,3,3,4,1,4,105.6,3,1,2,10,1,3,4,4,1,12442.375838,55,66000000
970,HS2503000027,HH13250024,2,1,3,3,4,1,4,75.89999999999999,3,1,1,12,1,3,4,4,1,7520.802202,45,42000000
971,HS2503000028,HH11250015,2,1,3,5,4,1,4,75.89999999999999,3,1,1,7,1,1,4,4,3,4120.2293,55,18000000
972,HS2503000029,HH13250025,2,1,3,10,4,1,4,75.89999999999999,3,1,1,10,1,3,4,3,1,6856.51,35,54000000
973,HS2503000030,HH13250026,2,1,3,13,3,1,4,75.89999999999999,3,1,1,12,1,3,5,4,1,5610.441483,35,42000000
974,HS2503000031,HH13250027,2,1,3,9,4,1,4,75.89999999999999,3,1,1,10,1,3,4,3,1,8405.83,35,54000000
975,HS2503000032,HH13250028,2,1,3,3,3,2,4,85.8,3,1,1,8,3,1,4,2,1,8810.4422981,35,25000000
976,HS2503000033,HH16250013,2,1,3,15,2,1,4,75.89999999999999,3,1,1,8,1,3,4,3,1,10150.990592,55,54000000
977,HS2503000034,HH16250014,2,1,3,7,3,2,4,75.89999999999999,3,1,1,7,1,1,4,3,1,10166.009952,35,42000000
978,HS2503000035,HH16250015,2,1,3,10,2,4,4,75.89999999999999,3,1,1,8,1,3,5,4,1,10052.951671,55,25000000
979,HS2503000036,HH16250016,2,1,3,14,5,3,4,75.89999999999999,3,1,1,12,1,3,4,3,1,6548.40802,35,42000000
980,HS2503000037,HH16250017,2,1,3,4,3,2,4,99.0,3,1,1,12,1,3,4,4,1,6489.973838,55,66000000
981,HS2503000038,HH16250018,2,1,1,3,2,2,4,39.599999999999994,2,1,1,3,1,1,4,1,5,7082.07,67,18000000
982,HS2503000039,HH11250016,2,1,2,2,5,2,4,82.5,3,1,1,8,4,3,4,2,5,8965.652626,67,18000000
983,HS2503000040,HH11250017,2,1,2,2,5,2,2,79.19999999999999,4,1,1,8,1,3,4,2,1,8882.373025,35,25000000
984,HS2503000041,HH16250019,2,1,1,1,3,2,5,75.89999999999999,2,1,1,8,1,3,5,1,1,8978.857495,45,25000000
985,HS2503000042,HH11250018,2,1,1,1,5,2,5,52.8,2,1,1,3,1,3,4,2,1,16852.805659,35,18000000
987,HS2503000044,HH13250029,2,1,2,3,4,1,4,36.3,2,1,1,6,1,3,4,3,3,18842.58,67,42000000
988,HS2503000045,HH13250030,2,1,1,3,4,4,4,59.4,2,1,1,3,1,3,4,3,1,10469.303796,45,25000000
989,HS2503000046,HH13250031,2,1,2,2,4,4,4,79.19999999999999,2,1,1,6,1,3,4,2,1,8410.295282,55,25000000
990,HS2503000047,HH13250032,2,1,1,1,5,2,4,26.4,1,1,1,5,1,3,4,2,3,6390.6073017,55,66000000
991,HS2503000048,HH13250033,2,1,1,2,4,4,4,49.5,2,1,1,8,1,3,4,4,3,14042.7,55,54000000
992,HS2503000049,HH13250034,2,1,2,2,4,3,4,49.5,2,1,1,3,1,3,4,4,5,12810.934319,55,18000000
993,HS2503000050,HH12250009,2,1,3,13,3,1,4,118.8,4,1,2,12,1,3,4,3,5,8704.708964,45,25000000
994,HS2503000051,HH12250010,2,1,3,4,4,1,4,118.8,4,1,2,8,1,3,4,4,1,16187.159081,55,42000000
995,HS2503000052,HH11250020,2,1,3,9,4,1,4,118.8,4,1,2,7,1,1,4,3,3,10779.093291,45,42000000
996,HS2503000053,HH16250020,2,1,3,15,2,2,4,118.8,4,1,2,11,1,3,4,3,1,17460.126888,55,54000000
997,HS2503000054,HH16250021,2,1,1,3,3,1,3,69.3,2,1,1,9,1,3,4,4,1,9910.424788,45,66000000
998,HS2503000055,HH13250035,2,1,3,7,4,1,4,102.3,3,1,2,10,1,3,4,4,3,3934.3322093,45,54000000
999,HS2504000001,HH11250021,2,1,1,3,5,2,2,102.3,4,1,2,6,2,3,3,3,1,9726.2,35,25000000
1000,HS2504000002,HH14250002,2,1,3,2,4,2,5,112.19999999999999,3,1,2,10,1,3,4,4,1,9334.419049,45,78000000
1001,HS2504000003,HH13250036,2,1,3,9,2,3,4,105.6,3,1,2,12,1,3,4,3,1,16513.673071,45,42000000
1002,HS2504000004,HH16250022,2,1,1,3,3,1,4,158.39999999999998,4,1,1,10,2,3,4,2,1,8967.42,25,25000000
1003,HS2504000005,HH13250037,2,1,3,15,3,1,4,105.6,3,1,2,12,1,3,4,4,1,3917.779315,45,66000000
1004,HS2504000006,HH13250038,2,1,3,4,3,1,4,105.6,3,1,2,12,1,3,4,2,1,4018.053066,67,90000000
1005,HS2504000007,HH13250039,2,1,3,4,4,1,4,105.6,3,1,2,12,1,3,4,4,3,17482.788557,45,54000000
1006,HS2505000001,HH12250001,2,1,3,4,5,3,3,46.199999999999996,2,1,1,4,1,3,4,2,1,12922.001321,25,18000000
1008,HS2505000003,HH15250002,2,1,1,1,5,1,2,89.1,4,1,1,8,4,3,3,5,1,26792.9,55,54000000
1009,HS2505000004,HH11250001,2,1,3,3,4,1,4,102.3,3,1,2,8,1,3,4,3,5,20532.69,55,42000000
1010,HS2505000005,HH11250002,2,1,3,11,3,1,4,102.3,3,1,2,8,1,3,4,4,5,12100.440131,45,42000000
1011,HS2505000006,HH11250003,2,1,3,11,4,1,4,89.1,3,1,2,8,1,3,4,4,1,6097.361101,45,25000000
1012,HS2505000007,HH13250001,2,1,3,3,3,1,4,99.0,3,1,2,18,1,3,4,4,2,9030.82832,55,42000000
1013,HS2505000008,HH15250003,2,1,3,5,5,1,4,105.6,3,1,2,4,1,3,4,4,1,11242.064987,45,96000000
1014,HS2505000009,HH15250004,2,1,3,2,6,2,3,59.4,2,1,1,1,1,3,4,4,1,11591.13,45,78000000
1015,HS2505000010,HH16250001,2,1,3,11,3,1,4,72.6,3,1,1,6,1,3,5,3,3,12048.784706,55,54000000
1016,HS2505000011,HH16250002,2,1,3,2,3,1,4,75.89999999999999,3,1,1,7,1,3,4,2,5,5555.020303,67,18000000
1017,HS2505000012,HH12250002,2,1,3,5,4,3,4,72.6,3,1,1,6,1,3,4,4,5,7537.724094,55,25000000
1018,HS2505000013,HH11250004,2,1,3,5,4,3,4,72.6,3,1,1,8,1,3,4,3,5,9001.789472,55,12000000
1019,HS2505000014,HH16250003,2,1,3,5,3,1,4,75.89999999999999,3,1,1,6,1,3,4,3,3,5213.589314,35,25000000
1020,HS2505000015,HH16250004,2,1,3,6,3,1,4,79.19999999999999,3,1,1,7,1,1,4,5,1,12484.305533,55,42000000
1021,HS2505000016,HH16250005,2,1,3,9,3,1,4,75.89999999999999,3,1,1,7,1,3,4,2,1,10809.73536,45,42000000
1022,HS2505000017,HH16250006,2,1,3,1,4,3,2,46.199999999999996,2,1,1,4,1,3,4,3,5,8896.179294,25,42000000
1023,HS2505000018,HH15250005,2,1,2,1,4,3,3,105.6,3,1,1,26,1,3,4,4,1,12389.584019,55,42000000
1024,HS2505000019,HH15250006,2,1,3,9,2,1,4,105.6,3,1,2,4,1,1,4,4,1,13683.528496,45,66000000
1025,HS2505000020,HH15250007,2,1,2,1,3,2,3,66.0,3,1,1,5,1,3,4,4,3,20249.907601,67,42000000
1026,HS2505000021,HH16250007,2,1,1,2,4,1,3,82.5,3,1,1,8,1,3,4,4,3,6472.915205,45,54000000
1027,HS2505000022,HH16250008,2,1,1,1,5,3,2,89.1,3,1,1,4,1,3,4,3,3,26132.082196,45,54000000
1028,HS2505000023,HH16250009,2,1,1,2,4,2,3,49.5,2,1,1,6,1,3,4,2,2,4861.590274,55,25000000
1029,HS2505000024,HH13250002,2,1,3,7,3,1,4,105.6,3,1,2,14,1,3,4,2,3,10492.456032,67,12000000
1030,HS2505000025,HH13250003,2,1,1,2,5,2,2,99.0,3,1,2,14,1,3,5,6,3,2905.05,35,25000000
1031,HS2505000026,HH12250003,2,1,1,1,5,2,4,39.599999999999994,1,1,1,4,1,3,4,2,1,7655.6562845,35,25000000
1032,HS2505000027,HH12250004,2,1,1,1,5,4,4,89.1,3,1,1,7,1,3,4,3,5,6320.950372,45,12000000
1033,HS2505000028,HH15250008,2,1,2,1,3,1,6,102.3,3,1,2,5,1,3,4,3,1,4513.95,55,42000000
1034,HS2505000029,HH11250005,2,1,3,2,4,3,3,46.199999999999996,2,1,1,4,1,3,4,3,5,7881.005269,67,42000000
1035,HS2505000030,HH11250006,2,1,3,2,5,3,3,46.199999999999996,2,1,1,4,1,1,4,4,1,11212.159294,45,25000000
1036,HS2505000031,HH13250004,2,1,3,3,4,1,3,46.199999999999996,2,1,1,8,2,3,3,4,1,10797.62,55,25000000
1037,HS2505000032,HH11250007,2,1,3,4,5,3,3,46.199999999999996,2,1,1,4,1,1,4,3,4,9507.639294,45,25000000
1038,HS2505000033,HH11250008,2,1,3,5,5,3,3,46.199999999999996,2,1,1,4,1,3,4,3,5,2532.459,55,25000000
1039,HS2505000034,HH11250009,2,1,3,5,5,3,3,46.199999999999996,2,1,1,4,1,1,4,2,1,20710.43,45,25000000
1040,HS2601000001,HH11260039,3,1,3,1,5,1,4,82.5,3,1,2,8,1,3,4,5,1,11302.741861,45,42000000
1041,HS2601000002,HH11260040,3,1,3,1,5,2,4,92.39999999999999,3,1,1,8,1,1,4,2,2,14947.789095,67,18000000
1042,HS2601000003,HH11260041,3,1,3,1,5,2,4,72.6,3,1,2,8,1,3,4,3,5,10621.113262,55,18000000
1043,HS2601000004,HH11260042,3,1,3,2,2,3,4,92.39999999999999,3,1,2,8,1,3,4,1,5,4343.8212174,67,12000000
1044,HS2601000005,HH11260043,3,1,3,2,2,2,4,82.5,3,1,1,8,1,3,4,3,1,13764.832989,35,25000000
1045,HS2601000006,HH11260044,3,1,3,3,2,3,4,82.5,3,1,2,8,1,3,4,3,3,19040.486572,55,66000000
1046,HS2601000007,HH11260045,3,1,3,7,2,2,4,95.69999999999999,3,1,1,8,1,1,4,4,3,17380.157289,55,42000000
1047,HS2601000008,HH11260046,3,1,3,10,2,2,4,82.5,3,1,2,8,1,3,4,2,1,9820.5434433,55,25000000
1048,HS2601000009,HH11260047,3,1,3,11,2,1,5,99.0,3,1,2,9,1,3,4,4,3,14876.106858,45,54000000
1049,HS2601000010,HH12260005,3,1,2,2,4,1,3,33.0,1,1,1,5,1,1,4,1,5,7578.2206855,67,12000000
1050,HS2601000011,HH11260048,3,1,2,2,4,1,4,33.0,1,1,1,6,1,1,4,1,5,9648.3813541,67,12000000
1051,HS2601000012,HH11260049,3,1,2,2,4,1,3,42.9,2,1,1,6,1,1,4,2,1,12076.334097,55,18000000
1052,HS2601000013,HH11260050,3,1,3,7,3,1,4,79.19999999999999,2,1,1,9,1,3,4,5,1,15917.163513,45,90000000
1053,HS2601000014,HH11260051,3,1,3,1,5,1,4,89.1,3,1,1,9,1,3,4,5,1,10979.18,45,42000000
1054,HS2601000015,HH11260052,3,1,3,1,4,1,4,89.1,3,1,1,9,1,3,4,4,1,16737.719594,45,42000000
1055,HS2601000016,HH11260053,3,1,3,8,2,1,4,89.1,3,1,1,9,1,3,4,4,1,16299.400022,45,42000000
1056,HS2601000017,HH11260054,3,1,2,2,4,1,3,92.39999999999999,3,1,1,10,1,1,4,3,3,20514.307861,55,54000000
1057,HS2601000018,HH11260055,3,1,2,2,4,1,2,66.0,2,1,1,8,1,3,4,3,1,12064.847386,55,18000000
1058,HS2602000001,HH14260001,3,1,3,6,4,1,4,122.1,4,1,2,15,1,3,4,2,1,13621.35,55,42000000
1059,HS2602000002,HH14260002,3,1,3,17,4,2,4,105.6,3,1,2,12,1,3,4,4,1,13616.29,55,66000000
1060,HS2602000003,HH14260003,3,1,3,3,4,2,4,105.6,3,1,2,12,1,3,4,3,5,10273.030307,55,25000000
1061,HS2602000004,HH11260001,3,1,3,12,4,3,4,99.0,3,1,2,8,1,3,4,2,1,8854.11,35,42000000
1062,HS2602000005,HH11260002,3,1,3,12,4,3,4,99.0,3,1,2,8,1,3,4,3,3,12606.86,55,54000000
1063,HS2602000006,HH12260001,3,1,3,20,4,3,4,99.0,3,1,2,8,1,3,4,3,2,16930.85,55,66000000
1064,HS2602000007,HH11260003,3,1,1,1,5,1,1,79.19999999999999,2,1,1,8,1,3,4,4,3,16475.839573,55,42000000
1065,HS2602000008,HH11260004,3,1,2,3,4,1,4,82.5,3,1,2,8,1,3,4,2,1,15639.072549,55,54000000
1066,HS2602000009,HH11260005,3,1,3,7,4,2,4,122.1,4,1,1,8,1,3,4,2,5,11003.43,45,54000000
1067,HS2602000010,HH11260006,3,1,2,2,4,1,3,99.0,3,1,1,5,1,3,4,3,1,8062.2333964,55,54000000
1068,HS2602000011,HH15260001,3,1,3,8,4,2,6,112.19999999999999,3,1,2,8,1,1,4,4,3,10087.761268,55,42000000
1069,HS2602000012,HH11260007,3,1,3,15,4,2,5,79.19999999999999,3,1,1,8,1,3,4,2,2,20136.03,67,42000000
1070,HS2602000013,HH11260008,3,1,3,1,5,2,5,79.19999999999999,3,1,1,8,1,3,4,4,1,15092.735291,45,42000000
1071,HS2602000014,HH11260009,3,1,1,1,5,1,4,75.89999999999999,3,1,1,8,2,1,3,4,5,14175.0,45,42000000
1072,HS2602000015,HH14260004,3,1,3,4,5,1,2,82.5,3,1,1,14,1,3,4,3,3,11569.386278,55,42000000
1073,HS2602000016,HH14260005,3,1,3,4,5,1,2,82.5,3,1,1,14,1,3,4,2,1,14784.837368,55,54000000
1074,HS2602000017,HH11260010,3,1,2,1,5,1,4,85.8,3,1,2,10,1,3,4,2,1,14116.562084,67,25000000
1075,HS2602000018,HH11260011,3,1,2,2,4,1,3,102.3,3,1,2,8,1,3,4,2,1,15159.186093,55,66000000
1076,HS2602000019,HH16260001,3,1,1,4,5,3,6,42.9,1,1,1,8,1,3,4,1,1,9757.8848243,25,42000000
1077,HS2602000020,HH14260006,3,1,3,4,4,1,4,105.6,3,1,2,11,1,3,4,2,1,9801.7058865,55,54000000
1078,HS2603000001,HH11260012,3,1,2,2,4,1,4,112.19999999999999,3,1,2,12,1,3,4,2,5,13013.838195,67,25000000
1079,HS2603000002,HH15260002,3,1,3,10,5,3,5,105.6,3,1,1,8,1,3,4,6,1,16805.065491,35,54000000
1080,HS2603000003,HH15260003,3,1,3,6,4,3,5,105.6,3,1,1,8,1,3,4,1,5,11680.944813,55,18000000
1081,HS2603000004,HH11260013,3,1,3,10,4,2,4,75.89999999999999,3,1,1,8,1,3,4,3,1,6675.3443145,55,54000000
1082,HS2603000005,HH11260014,3,1,3,10,4,2,4,75.89999999999999,3,1,1,8,1,1,4,3,5,10713.94,67,42000000
1083,HS2603000006,HH11260015,3,1,3,10,4,2,4,75.89999999999999,3,1,1,8,1,1,4,4,3,10215.52,55,25000000
1084,HS2603000007,HH12260002,3,1,3,15,4,2,4,75.89999999999999,3,1,1,8,1,3,4,4,1,9107.4451353,55,66000000
1085,HS2603000008,HH11260016,3,1,3,16,4,2,4,75.89999999999999,3,1,1,8,1,3,4,4,5,7958.64,45,42000000
1086,HS2603000009,HH14260007,3,1,3,4,4,1,4,79.19999999999999,3,1,1,8,1,3,4,4,1,9030.1532474,55,66000000
1087,HS2603000010,HH11260017,3,1,3,9,4,2,4,75.89999999999999,3,1,1,8,1,3,4,3,1,9563.7966637,55,25000000
1088,HS2603000011,HH11260018,3,1,3,8,4,2,4,75.89999999999999,3,1,1,8,1,3,4,3,1,13011.935634,55,66000000
1089,HS2603000012,HH11260019,3,1,2,1,5,4,4,82.5,2,1,1,6,1,3,4,4,1,17245.958768,45,66000000
1090,HS2603000013,HH14260008,3,1,1,1,5,1,5,89.1,3,1,1,18,1,3,4,2,1,12214.249619,55,54000000
1091,HS2603000014,HH16260002,3,1,1,1,6,3,4,69.3,2,1,1,8,2,3,3,1,2,10261.24,67,18000000
1092,HS2603000015,HH14260009,3,1,2,2,4,3,4,82.5,3,1,1,8,1,3,4,4,1,20595.439412,45,66000000
1093,HS2603000016,HH15260004,3,1,1,1,4,1,5,49.5,2,1,1,6,1,1,4,3,3,11621.885278,45,42000000
1094,HS2603000017,HH11260020,3,1,1,1,5,1,3,36.3,2,1,1,4,1,1,4,3,1,11395.132673,55,42000000
1095,HS2604000001,HH15260005,3,1,3,12,2,1,4,79.19999999999999,3,1,1,4,1,3,4,4,3,12851.86,45,25000000
1096,HS2604000002,HH11260021,3,1,2,3,4,2,5,92.39999999999999,3,1,2,8,1,3,4,3,1,10285.111898,55,25000000
1097,HS2604000003,HH11260022,3,1,3,5,4,2,6,112.19999999999999,3,1,2,10,1,3,4,4,1,16827.980251,45,66000000
1098,HS2604000004,HH11260023,3,1,3,13,4,1,5,75.89999999999999,3,1,1,3,1,1,4,1,1,9511.46,67,12000000
1099,HS2604000005,HH11260024,3,1,3,15,5,1,5,75.89999999999999,3,1,1,7,1,3,4,4,1,8288.29,55,25000000
1100,HS2604000006,HH11260025,3,1,3,2,4,1,5,75.89999999999999,3,1,1,7,1,3,4,3,1,12366.553112,55,25000000
1101,HS2631000001,HH15260006,3,1,3,2,2,1,4,79.19999999999999,3,1,1,4,1,3,4,4,3,12598.82,45,18000000
1102,HS2631000002,HH15260007,3,1,3,1,5,1,4,145.2,4,1,2,7,1,1,4,3,1,16069.51,55,25000000
1103,HS2631000003,HH11260026,3,1,3,9,4,3,5,79.19999999999999,3,1,1,8,1,3,4,4,1,14643.236181,55,66000000
1104,HS2631000004,HH11260027,3,1,2,2,5,3,3,56.099999999999994,1,1,1,3,1,1,4,1,5,2920.0228175,67,12000000
1105,HS2631000005,HH11260028,3,1,1,2,5,3,3,36.3,2,1,1,3,2,1,3,1,4,9902.7409413,67,12000000
1106,HS2631000006,HH11260029,3,1,1,2,5,1,2,46.199999999999996,2,1,1,4,1,3,4,1,5,10398.404272,67,18000000
1107,HS2631000007,HH11260030,3,1,2,1,5,3,3,33.0,1,0,1,7,2,1,3,1,5,5008.7331701,67,12000000
1108,HS2631000008,HH13260001,3,1,1,1,5,3,3,59.4,2,1,1,8,1,3,4,2,3,13994.589934,45,54000000
1109,HS2631000009,HH12260003,3,1,1,1,5,1,2,66.0,2,1,1,6,2,3,3,1,5,6461.6137544,67,12000000
1110,HS2631000010,HH11260031,3,1,2,1,5,2,3,56.099999999999994,2,1,1,3,1,3,4,4,3,13381.594726,45,42000000
1111,HS2631000011,HH11260032,3,1,2,2,5,2,3,85.8,3,1,1,8,1,3,4,4,3,12513.104179,45,54000000
1112,HS2631000012,HH11260033,3,1,1,1,5,2,3,33.0,1,0,1,6,1,1,4,1,5,7784.891347,67,12000000
1113,HS2631000013,HH11260034,3,1,1,1,5,1,3,82.5,3,1,2,8,1,3,4,4,3,10873.585992,55,54000000
1114,HS2631000014,HH11260035,3,1,1,1,5,1,3,89.1,4,1,1,6,1,1,4,1,5,9150.2789312,67,12000000
1115,HS2631000015,HH12260004,3,1,2,1,6,1,3,82.5,3,1,2,10,1,3,4,2,3,14215.648673,67,25000000
1116,HS2631000016,HH11260036,3,1,1,1,6,1,3,59.4,1,1,1,3,1,3,4,2,3,13694.318713,55,54000000
1117,HS2631000017,HH15260008,3,1,2,1,5,3,1,66.0,2,1,1,5,1,3,4,2,3,13304.274625,55,54000000
1118,HS2631000018,HH11260037,3,1,1,1,5,1,2,92.39999999999999,3,1,2,8,1,3,4,5,3,17795.004046,67,66000000
1119,HS2631000019,HH11260038,3,1,1,1,5,2,3,95.69999999999999,3,1,2,8,1,3,4,4,3,21107.453901,67,54000000
1120,HS2901000001,HH16290001,2,2,1,1,4,4,4,39.599999999999994,2,1,1,3,4,1,5,1,5,5364.41403,25,12000000
1121,HS2901000002,HH12290001,2,2,1,2,4,4,5,39.599999999999994,2,1,1,4,4,3,3,3,5,33953.83,45,54000000
1122,HS2901000003,HH12290002,2,2,1,3,5,4,5,39.599999999999994,2,1,1,4,4,1,5,1,1,5587.1123302,35,18000000
1123,HS2901000004,HH12290003,2,2,1,3,5,4,5,39.599999999999994,2,1,1,5,4,2,5,1,1,5134.7001756,25,18000000
1124,HS2901000005,HH16290002,2,2,1,1,2,4,5,23.099999999999998,1,0,1,1,4,3,5,2,3,28156.4,67,18000000
1125,HS2901000006,HH16290003,2,2,1,2,3,4,5,23.099999999999998,1,0,1,4,4,2,5,1,5,28096.2,67,12000000
1126,HS3101100001,HH16310003,1,2,2,2,4,2,5,66.0,2,1,1,3,1,3,4,2,1,6624.109617,67,25000000
1127,HS3101100002,HH11310030,1,2,2,2,3,1,4,66.0,2,1,1,10,1,1,4,4,4,14648.288777,67,18000000
1128,HS3101100003,HH11310031,1,2,2,1,5,1,4,72.6,2,1,1,4,1,3,4,4,5,11752.014804,67,42000000
1129,HS3101100004,HH11310032,1,2,2,4,5,1,4,72.6,2,1,1,8,1,3,4,2,3,12909.84,55,25000000
1130,HS3101100005,HH11310033,1,2,2,1,5,1,4,59.4,2,1,1,8,1,1,4,4,5,4682.377128,55,12000000
1131,HS3101100006,HH11310034,1,2,2,2,4,1,4,69.3,2,1,1,6,1,1,4,3,5,8862.775994,45,25000000
1132,HS3101100007,HH11310035,1,2,2,3,3,1,4,69.3,2,1,1,8,1,3,4,3,5,16954.159555,45,25000000
1133,HS3101200001,HH13310057,1,2,1,2,5,2,5,108.89999999999999,3,1,1,8,1,3,4,5,1,13738.32,35,66000000
1134,HS3101200002,HH11310029,1,2,1,3,4,1,5,42.9,2,1,1,8,1,3,4,2,5,5259.437128,45,12000000
1135,HS3101200003,HH13310058,1,2,3,5,3,1,4,66.0,2,1,1,8,1,3,4,4,1,14001.00767,45,66000000
1136,HS3101200004,HH12310043,1,2,1,2,5,2,3,59.4,2,1,1,4,1,1,3,4,5,6193.52,45,12000000
1137,HS3101200005,HH12310044,1,2,1,1,5,2,3,75.89999999999999,3,1,1,6,1,1,3,4,1,6978.66,45,54000000
1138,HS3101200006,HH12310045,1,2,1,1,5,2,3,39.599999999999994,1,1,0,6,1,3,3,3,3,6306.8,55,25000000
1139,HS3101200007,HH12310046,1,2,1,1,5,2,3,39.599999999999994,1,1,1,3,1,3,3,4,5,3875.44,55,25000000
1140,HS3101200008,HH14310018,1,2,1,1,3,2,4,59.4,2,1,1,4,1,1,3,3,1,13335.56,35,42000000
1141,HS3101300001,HH13310061,1,2,3,14,4,2,4,72.6,2,1,1,8,3,3,4,4,3,14446.041126,55,42000000
1142,HS3101300002,HH12310047,1,2,1,1,5,2,3,75.89999999999999,3,1,1,7,1,3,3,2,5,6868.58,67,25000000
1143,HS3101300003,HH12310048,1,2,1,1,5,2,3,89.1,3,1,1,7,1,3,3,4,1,8422.42,55,66000000
1144,HS3101400001,HH13310059,1,2,3,28,4,1,6,155.1,4,1,2,22,3,3,4,4,3,5221.84,55,96000000
1145,HS3101400002,HH13310060,1,2,2,4,5,1,4,82.5,2,1,1,8,1,3,4,4,1,4278.95356,35,42000000
1146,HS3102100001,HH12310033,1,2,2,2,5,3,3,62.699999999999996,1,1,1,7,1,3,4,2,5,6445.891803,55,18000000
1148,HS3102100003,HH12310035,1,2,1,1,5,2,4,125.39999999999999,3,1,1,6,1,1,4,4,1,12626.04,25,42000000
1149,HS3102100004,HH12310036,1,2,1,2,5,2,2,33.0,1,1,1,6,2,1,3,2,2,9780.6608585,45,18000000
1150,HS3102100005,HH11310015,1,2,1,1,5,2,4,125.39999999999999,4,1,1,5,1,1,4,1,5,12668.95,45,66000000
1151,HS3102100006,HH11310016,1,2,1,1,5,2,3,56.099999999999994,2,1,1,6,1,3,4,4,5,3958.51,55,25000000
1152,HS3102100007,HH11310017,1,2,1,2,5,1,3,59.4,2,1,1,3,1,1,4,4,3,12432.241932,45,12000000
1153,HS3102100008,HH11310018,1,2,2,2,4,1,4,85.8,3,1,1,10,1,3,4,4,5,11790.89948,67,25000000
1154,HS3102100009,HH12310037,1,2,1,1,5,2,3,56.099999999999994,2,1,1,4,2,1,3,1,1,9219.98,45,18000000
1155,HS3102200001,HH11310019,1,2,1,2,4,2,3,42.9,2,1,1,3,1,1,4,5,1,13276.224285,45,25000000
1156,HS3102200002,HH11310020,1,2,1,2,5,2,3,75.89999999999999,3,1,2,6,1,3,4,4,3,15627.651502,45,25000000
1157,HS3102200003,HH11310021,1,2,1,2,5,2,5,82.5,4,1,1,8,1,1,4,3,5,14319.725061,55,25000000
